SVID,PRN,Azimuth,Elevation
25,G25,291.88,66.07
24,G24,197.75,5.28
6,G06,49.05,6.88
94,E24,196.35,79.08
95,E25,314.71,39.65
81,E11,254.82,56.08
101,E31,148.8,29.53
84,E14,306.67,48.39
82,E12,25.35,60.25
80,E10,319.16,75.55
103,E33,47.52,9.16
106,E36,236.58,9.23
48,R11,298.07,53.23
57,R20,26.23,37.65
59,R22,259.33,11.2
42,R05,84.02,19.98
47,R10,197.81,47.04
58,R21,303.55,47.33
49,R12,334.61,4.78
46,R09,172.22,9.54
41,R04,36.25,9.23
43,R06,144.45,7.11
226,X226,335.76,62.31
159,B19,65.88,20.75
165,B25,312.78,18.39
166,B26,191.41,29.85
174,B34,277.17,22.94
175,B35,54.18,40.05
162,B22,122.65,26.8
164,B24,257.43,48.26
152,B12,296.93,48.21
161,B21,169.78,6.49
179,B39,322.88,2.15
151,B11,265.01,4.05
230,X230,43.89,8.05
12,G12,172.66,74.18
18,G18,238.95,10.89
28,G28,302.45,11.1
11,G11,39.17,44.93
29,G29,305.47,35.08
5,G05,149.27,51.2
20,G20,94.31,60.6
25,G25,291.88,66.07
24,G24,197.75,5.28
6,G06,49.05,6.88
94,E24,196.35,79.08
95,E25,314.71,39.65
81,E11,254.82,56.08
101,E31,148.8,29.53
84,E14,306.67,48.39
82,E12,25.35,60.25
80,E10,319.16,75.55
103,E33,47.52,9.16
106,E36,236.58,9.23
48,R11,298.07,53.23
57,R20,26.23,37.65
59,R22,259.33,11.2
42,R05,84.02,19.98
47,R10,197.81,47.04
58,R21,303.55,47.33
49,R12,334.61,4.78
46,R09,172.22,9.54
41,R04,36.25,9.23
43,R06,144.45,7.11
226,X226,335.76,62.31
159,B19,65.88,20.75
165,B25,312.78,18.39
166,B26,191.41,29.85
174,B34,277.17,22.94
175,B35,54.18,40.05
162,B22,122.65,26.8
164,B24,257.43,48.26
152,B12,296.93,48.21
161,B21,169.78,6.49
179,B39,322.88,2.15
151,B11,265.01,4.05
230,X230,43.89,8.05
12,G12,172.66,74.18
18,G18,238.95,10.89
28,G28,302.45,11.1
11,G11,39.17,44.93
29,G29,305.47,35.08
5,G05,149.27,51.2
20,G20,94.31,60.6
25,G25,291.88,66.07
24,G24,197.75,5.28
6,G06,49.05,6.88
94,E24,196.35,79.08
95,E25,314.71,39.65
81,E11,254.82,56.08
101,E31,148.8,29.53
84,E14,306.67,48.39
82,E12,25.35,60.25
80,E10,319.16,75.55
103,E33,47.52,9.16
106,E36,236.58,9.23
48,R11,298.07,53.23
57,R20,26.23,37.65
59,R22,259.33,11.2
42,R05,84.02,19.98
47,R10,197.81,47.04
58,R21,303.55,47.33
49,R12,334.61,4.78
46,R09,172.22,9.54
41,R04,36.25,9.23
43,R06,144.45,7.11
226,X226,335.76,62.31
159,B19,65.88,20.75
165,B25,312.78,18.39
166,B26,191.41,29.85
174,B34,277.17,22.94
175,B35,54.18,40.05
162,B22,122.65,26.8
164,B24,257.43,48.26
152,B12,296.93,48.21
161,B21,169.78,6.49
179,B39,322.88,2.15
151,B11,265.01,4.05
230,X230,43.89,8.05
12,G12,172.65,74.16
18,G18,238.96,10.91
28,G28,302.43,11.1
11,G11,39.18,44.91
29,G29,305.49,35.09
5,G05,149.25,51.22
20,G20,94.26,60.6
25,G25,291.83,66.09
24,G24,197.74,5.27
6,G06,49.06,6.86
94,E24,196.31,79.06
95,E25,314.7,39.67
81,E11,254.86,56.09
101,E31,148.81,29.51
84,E14,306.69,48.41
82,E12,25.37,60.23
80,E10,319.23,75.54
103,E33,47.53,9.14
106,E36,236.6,9.24
48,R11,298.03,53.24
57,R20,26.25,37.64
59,R22,259.35,11.22
42,R05,84.0,19.99
47,R10,197.8,47.01
58,R21,303.59,47.34
49,R12,334.6,4.8
46,R09,172.22,9.51
41,R04,36.23,9.23
43,R06,144.43,7.13
226,X226,335.8,62.31
159,B19,65.86,20.76
165,B25,312.77,18.4
166,B26,191.4,29.83
174,B34,277.19,22.95
175,B35,54.19,40.04
162,B22,122.64,26.81
164,B24,257.4,48.25
152,B12,296.95,48.22
161,B21,169.77,6.51
179,B39,322.87,2.15
151,B11,265.03,4.06
230,X230,43.88,8.05
12,G12,172.65,74.16
18,G18,238.96,10.91
28,G28,302.43,11.1
11,G11,39.18,44.91
29,G29,305.49,35.09
5,G05,149.25,51.22
20,G20,94.26,60.6
25,G25,291.83,66.09
24,G24,197.74,5.27
6,G06,49.06,6.86
94,E24,196.31,79.06
95,E25,314.7,39.67
81,E11,254.86,56.09
101,E31,148.81,29.51
84,E14,306.69,48.41
82,E12,25.37,60.23
80,E10,319.23,75.54
103,E33,47.53,9.14
106,E36,236.6,9.24
48,R11,298.03,53.24
57,R20,26.25,37.64
59,R22,259.35,11.22
42,R05,84.0,19.99
47,R10,197.8,47.01
58,R21,303.59,47.34
49,R12,334.6,4.8
46,R09,172.22,9.51
41,R04,36.23,9.23
43,R06,144.43,7.13
226,X226,335.8,62.31
159,B19,65.86,20.76
165,B25,312.77,18.4
166,B26,191.4,29.83
174,B34,277.19,22.95
175,B35,54.19,40.04
162,B22,122.64,26.81
164,B24,257.4,48.25
152,B12,296.95,48.22
161,B21,169.77,6.51
179,B39,322.87,2.15
151,B11,265.03,4.06
230,X230,43.88,8.05
12,G12,172.65,74.16
18,G18,238.96,10.91
28,G28,302.43,11.1
11,G11,39.18,44.91
29,G29,305.49,35.09
5,G05,149.25,51.22
20,G20,94.26,60.6
25,G25,291.83,66.09
24,G24,197.74,5.27
6,G06,49.06,6.86
94,E24,196.31,79.06
95,E25,314.7,39.67
81,E11,254.86,56.09
101,E31,148.81,29.51
84,E14,306.69,48.41
82,E12,25.37,60.23
80,E10,319.23,75.54
103,E33,47.53,9.14
106,E36,236.6,9.24
48,R11,298.03,53.24
57,R20,26.25,37.64
59,R22,259.35,11.22
42,R05,84.0,19.99
47,R10,197.8,47.01
58,R21,303.59,47.34
49,R12,334.6,4.8
46,R09,172.22,9.51
41,R04,36.23,9.23
43,R06,144.43,7.13
226,X226,335.8,62.31
159,B19,65.86,20.76
165,B25,312.77,18.4
166,B26,191.4,29.83
174,B34,277.19,22.95
175,B35,54.19,40.04
162,B22,122.64,26.81
164,B24,257.4,48.25
152,B12,296.95,48.22
161,B21,169.77,6.51
179,B39,322.87,2.15
151,B11,265.03,4.06
230,X230,43.88,8.05
12,G12,172.65,74.13
18,G18,238.98,10.92
28,G28,302.41,11.1
11,G11,39.19,44.89
29,G29,305.51,35.11
5,G05,149.23,51.24
20,G20,94.21,60.6
25,G25,291.78,66.1
24,G24,197.73,5.25
6,G06,49.07,6.84
94,E24,196.27,79.04
95,E25,314.7,39.68
81,E11,254.89,56.1
101,E31,148.82,29.5
84,E14,306.71,48.43
82,E12,25.38,60.21
80,E10,319.31,75.54
103,E33,47.54,9.13
106,E36,236.61,9.25
48,R11,297.99,53.25
57,R20,26.28,37.62
59,R22,259.37,11.23
42,R05,83.97,20.0
47,R10,197.79,46.98
58,R21,303.63,47.34
49,R12,334.59,4.82
46,R09,172.22,9.49
41,R04,36.21,9.22
43,R06,144.42,7.15
226,X226,335.85,62.31
159,B19,65.84,20.76
165,B25,312.75,18.41
166,B26,191.4,29.81
174,B34,277.21,22.97
175,B35,54.21,40.03
162,B22,122.62,26.83
164,B24,257.36,48.24
152,B12,296.98,48.23
161,B21,169.76,6.52
179,B39,322.87,2.14
151,B11,265.05,4.08
230,X230,43.86,8.04
12,G12,172.65,74.13
18,G18,238.98,10.92
28,G28,302.41,11.1
11,G11,39.19,44.89
29,G29,305.51,35.11
5,G05,149.23,51.24
20,G20,94.21,60.6
25,G25,291.78,66.1
24,G24,197.73,5.25
6,G06,49.07,6.84
94,E24,196.27,79.04
95,E25,314.7,39.68
81,E11,254.89,56.1
101,E31,148.82,29.5
84,E14,306.71,48.43
82,E12,25.38,60.21
80,E10,319.31,75.54
103,E33,47.54,9.13
106,E36,236.61,9.25
48,R11,297.99,53.25
57,R20,26.28,37.62
59,R22,259.37,11.23
42,R05,83.97,20.0
47,R10,197.79,46.98
58,R21,303.63,47.34
49,R12,334.59,4.82
46,R09,172.22,9.49
41,R04,36.21,9.22
43,R06,144.42,7.15
226,X226,335.85,62.31
159,B19,65.84,20.76
165,B25,312.75,18.41
166,B26,191.4,29.81
174,B34,277.21,22.97
175,B35,54.21,40.03
162,B22,122.62,26.83
164,B24,257.36,48.24
152,B12,296.98,48.23
161,B21,169.76,6.52
179,B39,322.87,2.14
151,B11,265.05,4.08
230,X230,43.86,8.04
12,G12,172.65,74.13
18,G18,238.98,10.92
28,G28,302.41,11.1
11,G11,39.19,44.89
29,G29,305.51,35.11
5,G05,149.23,51.24
20,G20,94.21,60.6
25,G25,291.78,66.1
24,G24,197.73,5.25
6,G06,49.07,6.84
94,E24,196.27,79.04
95,E25,314.7,39.68
81,E11,254.89,56.1
101,E31,148.82,29.5
84,E14,306.71,48.43
82,E12,25.38,60.21
80,E10,319.31,75.54
103,E33,47.54,9.13
106,E36,236.61,9.25
48,R11,297.99,53.25
57,R20,26.28,37.62
59,R22,259.37,11.23
42,R05,83.97,20.0
47,R10,197.79,46.98
58,R21,303.63,47.34
49,R12,334.59,4.82
46,R09,172.22,9.49
41,R04,36.21,9.22
43,R06,144.42,7.15
226,X226,335.85,62.31
159,B19,65.84,20.76
165,B25,312.75,18.41
166,B26,191.4,29.81
174,B34,277.21,22.97
175,B35,54.21,40.03
162,B22,122.62,26.83
164,B24,257.36,48.24
152,B12,296.98,48.23
161,B21,169.76,6.52
179,B39,322.87,2.14
151,B11,265.05,4.08
230,X230,43.86,8.04
12,G12,172.64,74.1
18,G18,238.99,10.94
28,G28,302.39,11.1
11,G11,39.19,44.87
29,G29,305.53,35.12
5,G05,149.21,51.26
20,G20,94.16,60.6
25,G25,291.74,66.12
24,G24,197.71,5.24
6,G06,49.08,6.83
94,E24,196.22,79.02
95,E25,314.69,39.7
81,E11,254.92,56.11
101,E31,148.83,29.48
84,E14,306.73,48.44
82,E12,25.39,60.2
80,E10,319.38,75.53
103,E33,47.55,9.12
106,E36,236.62,9.27
48,R11,297.94,53.26
57,R20,26.3,37.6
59,R22,259.39,11.24
42,R05,83.94,20.01
47,R10,197.79,46.96
58,R21,303.67,47.35
49,R12,334.59,4.84
46,R09,172.22,9.47
41,R04,36.18,9.21
43,R06,144.4,7.17
226,X226,335.89,62.31
159,B19,65.82,20.76
165,B25,312.74,18.42
166,B26,191.39,29.79
174,B34,277.23,22.98
175,B35,54.23,40.02
162,B22,122.6,26.84
164,B24,257.33,48.24
152,B12,297.01,48.23
161,B21,169.76,6.54
179,B39,322.86,2.14
151,B11,265.06,4.09
230,X230,43.84,8.03
12,G12,172.64,74.1
18,G18,238.99,10.94
28,G28,302.39,11.1
11,G11,39.19,44.87
29,G29,305.53,35.12
5,G05,149.21,51.26
20,G20,94.16,60.6
25,G25,291.74,66.12
24,G24,197.71,5.24
6,G06,49.08,6.83
94,E24,196.22,79.02
95,E25,314.69,39.7
81,E11,254.92,56.11
101,E31,148.83,29.48
84,E14,306.73,48.44
82,E12,25.39,60.2
80,E10,319.38,75.53
103,E33,47.55,9.12
106,E36,236.62,9.27
48,R11,297.94,53.26
57,R20,26.3,37.6
59,R22,259.39,11.24
42,R05,83.94,20.01
47,R10,197.79,46.96
58,R21,303.67,47.35
49,R12,334.59,4.84
46,R09,172.22,9.47
41,R04,36.18,9.21
43,R06,144.4,7.17
226,X226,335.89,62.31
159,B19,65.82,20.76
165,B25,312.74,18.42
166,B26,191.39,29.79
174,B34,277.23,22.98
175,B35,54.23,40.02
162,B22,122.6,26.84
164,B24,257.33,48.24
152,B12,297.01,48.23
161,B21,169.76,6.54
179,B39,322.86,2.14
151,B11,265.06,4.09
230,X230,43.84,8.03
12,G12,172.64,74.1
18,G18,238.99,10.94
28,G28,302.39,11.1
11,G11,39.19,44.87
29,G29,305.53,35.12
5,G05,149.21,51.26
20,G20,94.16,60.6
25,G25,291.74,66.12
24,G24,197.71,5.24
6,G06,49.08,6.83
94,E24,196.22,79.02
95,E25,314.69,39.7
81,E11,254.92,56.11
101,E31,148.83,29.48
84,E14,306.73,48.44
82,E12,25.39,60.2
80,E10,319.38,75.53
103,E33,47.55,9.12
106,E36,236.62,9.27
48,R11,297.94,53.26
57,R20,26.3,37.6
59,R22,259.39,11.24
42,R05,83.94,20.01
47,R10,197.79,46.96
58,R21,303.67,47.35
49,R12,334.59,4.84
46,R09,172.22,9.47
41,R04,36.18,9.21
43,R06,144.4,7.17
226,X226,335.89,62.31
159,B19,65.82,20.76
165,B25,312.74,18.42
166,B26,191.39,29.79
174,B34,277.23,22.98
175,B35,54.23,40.02
162,B22,122.6,26.84
164,B24,257.33,48.24
152,B12,297.01,48.23
161,B21,169.76,6.54
179,B39,322.86,2.14
151,B11,265.06,4.09
230,X230,43.84,8.03
12,G12,172.63,74.08
18,G18,239.01,10.95
28,G28,302.37,11.1
11,G11,39.2,44.85
29,G29,305.55,35.14
5,G05,149.19,51.28
20,G20,94.11,60.6
25,G25,291.69,66.13
24,G24,197.7,5.23
6,G06,49.09,6.81
94,E24,196.18,79.0
95,E25,314.68,39.71
81,E11,254.95,56.12
101,E31,148.84,29.46
84,E14,306.76,48.46
82,E12,25.4,60.18
80,E10,319.46,75.52
103,E33,47.56,9.1
106,E36,236.64,9.28
48,R11,297.9,53.27
57,R20,26.33,37.59
59,R22,259.42,11.26
42,R05,83.92,20.03
47,R10,197.78,46.93
58,R21,303.71,47.35
49,R12,334.58,4.86
46,R09,172.22,9.44
41,R04,36.16,9.21
43,R06,144.39,7.19
226,X226,335.94,62.31
159,B19,65.79,20.76
165,B25,312.72,18.43
166,B26,191.38,29.77
174,B34,277.25,22.99
175,B35,54.25,40.0
162,B22,122.58,26.86
164,B24,257.3,48.23
152,B12,297.04,48.24
161,B21,169.75,6.56
179,B39,322.85,2.14
151,B11,265.08,4.1
230,X230,43.83,8.03
12,G12,172.63,74.08
18,G18,239.01,10.95
28,G28,302.37,11.1
11,G11,39.2,44.85
29,G29,305.55,35.14
5,G05,149.19,51.28
20,G20,94.11,60.6
25,G25,291.69,66.13
24,G24,197.7,5.23
6,G06,49.09,6.81
94,E24,196.18,79.0
95,E25,314.68,39.71
81,E11,254.95,56.12
101,E31,148.84,29.46
84,E14,306.76,48.46
82,E12,25.4,60.18
80,E10,319.46,75.52
103,E33,47.56,9.1
106,E36,236.64,9.28
48,R11,297.9,53.27
57,R20,26.33,37.59
59,R22,259.42,11.26
42,R05,83.92,20.03
47,R10,197.78,46.93
58,R21,303.71,47.35
49,R12,334.58,4.86
46,R09,172.22,9.44
41,R04,36.16,9.21
43,R06,144.39,7.19
226,X226,335.94,62.31
159,B19,65.79,20.76
165,B25,312.72,18.43
166,B26,191.38,29.77
174,B34,277.25,22.99
175,B35,54.25,40.0
162,B22,122.58,26.86
164,B24,257.3,48.23
152,B12,297.04,48.24
161,B21,169.75,6.56
179,B39,322.85,2.14
151,B11,265.08,4.1
230,X230,43.83,8.03
12,G12,172.63,74.08
18,G18,239.01,10.95
28,G28,302.37,11.1
11,G11,39.2,44.85
29,G29,305.55,35.14
5,G05,149.19,51.28
20,G20,94.11,60.6
25,G25,291.69,66.13
24,G24,197.7,5.23
6,G06,49.09,6.81
94,E24,196.18,79.0
95,E25,314.68,39.71
81,E11,254.95,56.12
101,E31,148.84,29.46
84,E14,306.76,48.46
82,E12,25.4,60.18
80,E10,319.46,75.52
103,E33,47.56,9.1
106,E36,236.64,9.28
48,R11,297.9,53.27
57,R20,26.33,37.59
59,R22,259.42,11.26
42,R05,83.92,20.03
47,R10,197.78,46.93
58,R21,303.71,47.35
49,R12,334.58,4.86
46,R09,172.22,9.44
41,R04,36.16,9.21
43,R06,144.39,7.19
226,X226,335.94,62.31
159,B19,65.79,20.76
165,B25,312.72,18.43
166,B26,191.38,29.77
174,B34,277.25,22.99
175,B35,54.25,40.0
162,B22,122.58,26.86
164,B24,257.3,48.23
152,B12,297.04,48.24
161,B21,169.75,6.56
179,B39,322.85,2.14
151,B11,265.08,4.1
230,X230,43.83,8.03
12,G12,172.63,74.05
18,G18,239.02,10.97
28,G28,302.35,11.11
11,G11,39.21,44.83
29,G29,305.57,35.15
5,G05,149.17,51.31
20,G20,94.06,60.6
25,G25,291.64,66.15
24,G24,197.69,5.21
6,G06,49.1,6.79
94,E24,196.14,78.98
95,E25,314.67,39.73
81,E11,254.99,56.13
101,E31,148.85,29.44
84,E14,306.78,48.48
82,E12,25.41,60.16
80,E10,319.53,75.51
103,E33,47.57,9.09
106,E36,236.65,9.29
48,R11,297.85,53.28
57,R20,26.35,37.57
59,R22,259.44,11.27
42,R05,83.89,20.04
47,R10,197.77,46.9
58,R21,303.75,47.36
49,R12,334.57,4.89
46,R09,172.22,9.42
41,R04,36.14,9.2
43,R06,144.37,7.21
226,X226,335.98,62.32
159,B19,65.77,20.76
165,B25,312.71,18.44
166,B26,191.38,29.75
174,B34,277.27,23.0
175,B35,54.27,39.99
162,B22,122.56,26.87
164,B24,257.27,48.22
152,B12,297.07,48.25
161,B21,169.74,6.57
179,B39,322.85,2.14
151,B11,265.1,4.11
230,X230,43.81,8.02
12,G12,172.63,74.05
18,G18,239.02,10.97
28,G28,302.35,11.11
11,G11,39.21,44.83
29,G29,305.57,35.15
5,G05,149.17,51.31
20,G20,94.06,60.6
25,G25,291.64,66.15
24,G24,197.69,5.21
6,G06,49.1,6.79
94,E24,196.14,78.98
95,E25,314.67,39.73
81,E11,254.99,56.13
101,E31,148.85,29.44
84,E14,306.78,48.48
82,E12,25.41,60.16
80,E10,319.53,75.51
103,E33,47.57,9.09
106,E36,236.65,9.29
48,R11,297.85,53.28
57,R20,26.35,37.57
59,R22,259.44,11.27
42,R05,83.89,20.04
47,R10,197.77,46.9
58,R21,303.75,47.36
49,R12,334.57,4.89
46,R09,172.22,9.42
41,R04,36.14,9.2
43,R06,144.37,7.21
226,X226,335.98,62.32
159,B19,65.77,20.76
165,B25,312.71,18.44
166,B26,191.38,29.75
174,B34,277.27,23.0
175,B35,54.27,39.99
162,B22,122.56,26.87
164,B24,257.27,48.22
152,B12,297.07,48.25
161,B21,169.74,6.57
179,B39,322.85,2.14
151,B11,265.1,4.11
230,X230,43.81,8.02
12,G12,172.63,74.05
18,G18,239.02,10.97
28,G28,302.35,11.11
11,G11,39.21,44.83
29,G29,305.57,35.15
5,G05,149.17,51.31
20,G20,94.06,60.6
25,G25,291.64,66.15
24,G24,197.69,5.21
6,G06,49.1,6.79
94,E24,196.14,78.98
95,E25,314.67,39.73
81,E11,254.99,56.13
101,E31,148.85,29.44
84,E14,306.78,48.48
82,E12,25.41,60.16
80,E10,319.53,75.51
103,E33,47.57,9.09
106,E36,236.65,9.29
48,R11,297.85,53.28
57,R20,26.35,37.57
59,R22,259.44,11.27
42,R05,83.89,20.04
47,R10,197.77,46.9
58,R21,303.75,47.36
49,R12,334.57,4.89
46,R09,172.22,9.42
41,R04,36.14,9.2
43,R06,144.37,7.21
226,X226,335.98,62.32
159,B19,65.77,20.76
165,B25,312.71,18.44
166,B26,191.38,29.75
174,B34,277.27,23.0
175,B35,54.27,39.99
162,B22,122.56,26.87
164,B24,257.27,48.22
152,B12,297.07,48.25
161,B21,169.74,6.57
179,B39,322.85,2.14
151,B11,265.1,4.11
230,X230,43.81,8.02
12,G12,172.62,74.02
18,G18,239.04,10.99
28,G28,302.33,11.11
11,G11,39.22,44.81
29,G29,305.59,35.17
5,G05,149.15,51.33
20,G20,94.01,60.6
25,G25,291.59,66.16
24,G24,197.67,5.2
6,G06,49.11,6.78
94,E24,196.1,78.96
95,E25,314.67,39.74
81,E11,255.02,56.15
101,E31,148.86,29.43
84,E14,306.8,48.49
82,E12,25.42,60.14
80,E10,319.61,75.51
103,E33,47.58,9.08
106,E36,236.67,9.3
48,R11,297.81,53.29
57,R20,26.38,37.55
59,R22,259.46,11.28
42,R05,83.87,20.05
47,R10,197.76,46.87
58,R21,303.79,47.36
49,R12,334.57,4.91
46,R09,172.22,9.39
41,R04,36.11,9.2
43,R06,144.36,7.23
226,X226,336.02,62.32
159,B19,65.75,20.76
165,B25,312.69,18.46
166,B26,191.37,29.73
174,B34,277.28,23.01
175,B35,54.29,39.98
162,B22,122.55,26.89
164,B24,257.24,48.21
152,B12,297.1,48.26
161,B21,169.73,6.59
179,B39,322.84,2.14
151,B11,265.11,4.12
230,X230,43.79,8.02
12,G12,172.62,74.02
18,G18,239.04,10.99
28,G28,302.33,11.11
11,G11,39.22,44.81
29,G29,305.59,35.17
5,G05,149.15,51.33
20,G20,94.01,60.6
25,G25,291.59,66.16
24,G24,197.67,5.2
6,G06,49.11,6.78
94,E24,196.1,78.96
95,E25,314.67,39.74
81,E11,255.02,56.15
101,E31,148.86,29.43
84,E14,306.8,48.49
82,E12,25.42,60.14
80,E10,319.61,75.51
103,E33,47.58,9.08
106,E36,236.67,9.3
48,R11,297.81,53.29
57,R20,26.38,37.55
59,R22,259.46,11.28
42,R05,83.87,20.05
47,R10,197.76,46.87
58,R21,303.79,47.36
49,R12,334.57,4.91
46,R09,172.22,9.39
41,R04,36.11,9.2
43,R06,144.36,7.23
226,X226,336.02,62.32
159,B19,65.75,20.76
165,B25,312.69,18.46
166,B26,191.37,29.73
174,B34,277.28,23.01
175,B35,54.29,39.98
162,B22,122.55,26.89
164,B24,257.24,48.21
152,B12,297.1,48.26
161,B21,169.73,6.59
179,B39,322.84,2.14
151,B11,265.11,4.12
230,X230,43.79,8.02
12,G12,172.62,74.02
18,G18,239.04,10.99
28,G28,302.33,11.11
11,G11,39.22,44.81
29,G29,305.59,35.17
5,G05,149.15,51.33
20,G20,94.01,60.6
25,G25,291.59,66.16
24,G24,197.67,5.2
6,G06,49.11,6.78
94,E24,196.1,78.96
95,E25,314.67,39.74
81,E11,255.02,56.15
101,E31,148.86,29.43
84,E14,306.8,48.49
82,E12,25.42,60.14
80,E10,319.61,75.51
103,E33,47.58,9.08
106,E36,236.67,9.3
48,R11,297.81,53.29
57,R20,26.38,37.55
59,R22,259.46,11.28
42,R05,83.87,20.05
47,R10,197.76,46.87
58,R21,303.79,47.36
49,R12,334.57,4.91
46,R09,172.22,9.39
41,R04,36.11,9.2
43,R06,144.36,7.23
226,X226,336.02,62.32
159,B19,65.75,20.76
165,B25,312.69,18.46
166,B26,191.37,29.73
174,B34,277.28,23.01
175,B35,54.29,39.98
162,B22,122.55,26.89
164,B24,257.24,48.21
152,B12,297.1,48.26
161,B21,169.73,6.59
179,B39,322.84,2.14
151,B11,265.11,4.12
230,X230,43.79,8.02
12,G12,172.61,74.0
18,G18,239.05,11.0
28,G28,302.31,11.11
11,G11,39.23,44.79
29,G29,305.61,35.18
5,G05,149.13,51.35
20,G20,93.96,60.6
25,G25,291.54,66.18
24,G24,197.66,5.18
6,G06,49.12,6.76
94,E24,196.06,78.94
95,E25,314.66,39.76
81,E11,255.05,56.16
101,E31,148.87,29.41
84,E14,306.82,48.51
82,E12,25.43,60.13
80,E10,319.68,75.5
103,E33,47.59,9.06
106,E36,236.68,9.32
48,R11,297.76,53.31
57,R20,26.4,37.54
59,R22,259.48,11.3
42,R05,83.84,20.06
47,R10,197.75,46.84
58,R21,303.83,47.37
49,R12,334.56,4.93
46,R09,172.22,9.37
41,R04,36.09,9.19
43,R06,144.34,7.25
226,X226,336.07,62.32
159,B19,65.73,20.76
165,B25,312.68,18.47
166,B26,191.36,29.71
174,B34,277.3,23.02
175,B35,54.31,39.97
162,B22,122.53,26.9
164,B24,257.21,48.21
152,B12,297.13,48.27
161,B21,169.72,6.6
179,B39,322.83,2.14
151,B11,265.13,4.13
230,X230,43.78,8.01
12,G12,172.61,74.0
18,G18,239.05,11.0
28,G28,302.31,11.11
11,G11,39.23,44.79
29,G29,305.61,35.18
5,G05,149.13,51.35
20,G20,93.96,60.6
25,G25,291.54,66.18
24,G24,197.66,5.18
6,G06,49.12,6.76
94,E24,196.06,78.94
95,E25,314.66,39.76
81,E11,255.05,56.16
101,E31,148.87,29.41
84,E14,306.82,48.51
82,E12,25.43,60.13
80,E10,319.68,75.5
103,E33,47.59,9.06
106,E36,236.68,9.32
48,R11,297.76,53.31
57,R20,26.4,37.54
59,R22,259.48,11.3
42,R05,83.84,20.06
47,R10,197.75,46.84
58,R21,303.83,47.37
49,R12,334.56,4.93
46,R09,172.22,9.37
41,R04,36.09,9.19
43,R06,144.34,7.25
226,X226,336.07,62.32
159,B19,65.73,20.76
165,B25,312.68,18.47
166,B26,191.36,29.71
174,B34,277.3,23.02
175,B35,54.31,39.97
162,B22,122.53,26.9
164,B24,257.21,48.21
152,B12,297.13,48.27
161,B21,169.72,6.6
179,B39,322.83,2.14
151,B11,265.13,4.13
230,X230,43.78,8.01
12,G12,172.61,74.0
18,G18,239.05,11.0
28,G28,302.31,11.11
11,G11,39.23,44.79
29,G29,305.61,35.18
5,G05,149.13,51.35
20,G20,93.96,60.6
25,G25,291.54,66.18
24,G24,197.66,5.18
6,G06,49.12,6.76
94,E24,196.06,78.94
95,E25,314.66,39.76
81,E11,255.05,56.16
101,E31,148.87,29.41
84,E14,306.82,48.51
82,E12,25.43,60.13
80,E10,319.68,75.5
103,E33,47.59,9.06
106,E36,236.68,9.32
48,R11,297.76,53.31
57,R20,26.4,37.54
59,R22,259.48,11.3
42,R05,83.84,20.06
47,R10,197.75,46.84
58,R21,303.83,47.37
49,R12,334.56,4.93
46,R09,172.22,9.37
41,R04,36.09,9.19
43,R06,144.34,7.25
226,X226,336.07,62.32
159,B19,65.73,20.76
165,B25,312.68,18.47
166,B26,191.36,29.71
174,B34,277.3,23.02
175,B35,54.31,39.97
162,B22,122.53,26.9
164,B24,257.21,48.21
152,B12,297.13,48.27
161,B21,169.72,6.6
179,B39,322.83,2.14
151,B11,265.13,4.13
230,X230,43.78,8.01
12,G12,172.61,73.97
18,G18,239.07,11.02
28,G28,302.29,11.11
11,G11,39.23,44.77
29,G29,305.63,35.19
5,G05,149.1,51.37
20,G20,93.91,60.6
25,G25,291.49,66.19
24,G24,197.65,5.17
6,G06,49.13,6.74
94,E24,196.02,78.92
95,E25,314.65,39.78
81,E11,255.08,56.17
101,E31,148.88,29.39
84,E14,306.84,48.52
82,E12,25.44,60.11
80,E10,319.76,75.49
103,E33,47.6,9.05
106,E36,236.69,9.33
48,R11,297.72,53.32
57,R20,26.43,37.52
59,R22,259.51,11.31
42,R05,83.82,20.07
47,R10,197.74,46.81
58,R21,303.87,47.37
49,R12,334.55,4.95
46,R09,172.21,9.35
41,R04,36.07,9.19
43,R06,144.33,7.27
226,X226,336.11,62.32
159,B19,65.71,20.76
165,B25,312.66,18.48
166,B26,191.35,29.69
174,B34,277.32,23.03
175,B35,54.33,39.95
162,B22,122.51,26.92
164,B24,257.17,48.2
152,B12,297.16,48.28
161,B21,169.71,6.62
179,B39,322.83,2.13
151,B11,265.15,4.14
230,X230,43.76,8.0
12,G12,172.61,73.97
18,G18,239.07,11.02
28,G28,302.29,11.11
11,G11,39.23,44.77
29,G29,305.63,35.19
5,G05,149.1,51.37
20,G20,93.91,60.6
25,G25,291.49,66.19
24,G24,197.65,5.17
6,G06,49.13,6.74
94,E24,196.02,78.92
95,E25,314.65,39.78
81,E11,255.08,56.17
101,E31,148.88,29.39
84,E14,306.84,48.52
82,E12,25.44,60.11
80,E10,319.76,75.49
103,E33,47.6,9.05
106,E36,236.69,9.33
48,R11,297.72,53.32
57,R20,26.43,37.52
59,R22,259.51,11.31
42,R05,83.82,20.07
47,R10,197.74,46.81
58,R21,303.87,47.37
49,R12,334.55,4.95
46,R09,172.21,9.35
41,R04,36.07,9.19
43,R06,144.33,7.27
226,X226,336.11,62.32
159,B19,65.71,20.76
165,B25,312.66,18.48
